set_id,session_id,exercise_name,exercise_category,set_number,reps,weight_lb,distance_yards,duration_seconds,jump_count,perceived_difficulty_1_10,notes
53128,9622,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
53129,9622,Spanish Squat Iso Hold,isometric,3,,,,30.0,,2,
53130,9622,Calf Iso Hold,isometric,1,,,,30.0,,4,
53131,9622,Calf Iso Hold,isometric,2,,,,30.0,,5,
53132,9622,Calf Iso Hold,isometric,3,,,,30.0,,2,
53133,9623,Trap Bar Deadlift,lower_strength,1,5.0,129.6,,,,6,
53134,9623,Trap Bar Deadlift,lower_strength,2,5.0,175.2,,,,7,
53135,9623,Trap Bar Deadlift,lower_strength,3,5.0,128.5,,,,6,
53136,9623,Romanian Deadlift,lower_strength,1,8.0,115.8,,,,6,
53137,9623,Romanian Deadlift,lower_strength,2,8.0,152.0,,,,5,
53138,9623,Romanian Deadlift,lower_strength,3,8.0,101.5,,,,6,
53139,9623,Bulgarian Split Squat,lower_strength,1,8.0,117.2,,,,8,
53140,9623,Bulgarian Split Squat,lower_strength,2,8.0,153.5,,,,7,
53141,9623,Bulgarian Split Squat,lower_strength,3,8.0,166.6,,,,7,
53142,9623,Seated Calf Raise,lower_strength,1,10.0,129.2,,,,7,
53143,9623,Seated Calf Raise,lower_strength,2,10.0,134.7,,,,6,
53144,9623,Seated Calf Raise,lower_strength,3,10.0,141.9,,,,5,
53145,9624,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
53146,9624,Serve Receive,volleyball,1,20.0,,,1200.0,,10,
53147,9624,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53148,9626,Back Squat,lower_strength,1,6.0,136.0,,,,5,
53149,9626,Back Squat,lower_strength,2,6.0,191.5,,,,7,
53150,9626,Back Squat,lower_strength,3,6.0,185.6,,,,4,
53151,9626,Romanian Deadlift,lower_strength,1,8.0,115.6,,,,7,
53152,9626,Romanian Deadlift,lower_strength,2,8.0,265.2,,,,7,
53153,9626,Romanian Deadlift,lower_strength,3,8.0,140.2,,,,5,
53154,9626,Bulgarian Split Squat,lower_strength,1,8.0,159.2,,,,6,
53155,9626,Bulgarian Split Squat,lower_strength,2,8.0,178.1,,,,5,
53156,9626,Bulgarian Split Squat,lower_strength,3,8.0,133.4,,,,5,
53157,9626,Seated Calf Raise,lower_strength,1,10.0,164.3,,,,7,
53158,9626,Seated Calf Raise,lower_strength,2,10.0,230.8,,,,5,
53159,9626,Seated Calf Raise,lower_strength,3,10.0,160.0,,,,5,
53160,9627,Approach Jumps,plyometric,1,4.0,,,,4.0,8,
53161,9627,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
53162,9627,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
53163,9627,Approach Jumps,plyometric,4,4.0,,,,4.0,9,
53164,9627,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
53165,9627,Seated Box Jumps,plyometric,2,5.0,,,,5.0,9,
53166,9627,Seated Box Jumps,plyometric,3,5.0,,,,5.0,7,
53167,9628,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
53168,9628,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
53169,9628,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53170,9630,Back Squat,lower_strength,1,6.0,234.3,,,,4,
53171,9630,Back Squat,lower_strength,2,6.0,168.9,,,,4,
53172,9630,Back Squat,lower_strength,3,6.0,143.1,,,,6,
53173,9630,Trap Bar Deadlift,lower_strength,1,5.0,168.2,,,,6,
53174,9630,Trap Bar Deadlift,lower_strength,2,5.0,145.8,,,,7,
53175,9630,Trap Bar Deadlift,lower_strength,3,5.0,155.9,,,,4,
53176,9630,Romanian Deadlift,lower_strength,1,8.0,117.8,,,,5,
53177,9630,Romanian Deadlift,lower_strength,2,8.0,151.4,,,,5,
53178,9630,Romanian Deadlift,lower_strength,3,8.0,204.3,,,,5,
53179,9630,Seated Calf Raise,lower_strength,1,10.0,239.1,,,,6,
53180,9630,Seated Calf Raise,lower_strength,2,10.0,151.0,,,,4,
53181,9630,Seated Calf Raise,lower_strength,3,10.0,139.7,,,,6,
53182,9631,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
53183,9631,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
53184,9631,Gameplay,volleyball,1,60.0,,,3600.0,,6,
53185,9633,Trap Bar Deadlift,lower_strength,1,5.0,156.1,,,,9,
53186,9633,Trap Bar Deadlift,lower_strength,2,5.0,87.0,,,,9,
53187,9633,Trap Bar Deadlift,lower_strength,3,5.0,201.8,,,,7,
53188,9633,Bulgarian Split Squat,lower_strength,1,8.0,171.6,,,,9,
53189,9633,Bulgarian Split Squat,lower_strength,2,8.0,97.8,,,,8,
53190,9633,Bulgarian Split Squat,lower_strength,3,8.0,170.4,,,,7,
53191,9633,Seated Calf Raise,lower_strength,1,10.0,198.1,,,,9,
53192,9633,Seated Calf Raise,lower_strength,2,10.0,192.2,,,,8,
53193,9633,Seated Calf Raise,lower_strength,3,10.0,168.4,,,,9,
53194,9635,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
53195,9635,Gameplay,volleyball,1,60.0,,,3600.0,,7,
53196,9636,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
53197,9636,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
53198,9636,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
53199,9636,Spanish Squat Iso Hold,isometric,3,,,,30.0,,2,
53200,9636,Calf Iso Hold,isometric,1,,,,30.0,,3,
53201,9636,Calf Iso Hold,isometric,2,,,,30.0,,3,
53202,9636,Calf Iso Hold,isometric,3,,,,30.0,,1,
53203,9637,Back Squat,lower_strength,1,6.0,114.5,,,,7,
53204,9637,Back Squat,lower_strength,2,6.0,196.9,,,,7,
53205,9637,Back Squat,lower_strength,3,6.0,127.9,,,,7,
53206,9637,Romanian Deadlift,lower_strength,1,8.0,108.0,,,,8,
53207,9637,Romanian Deadlift,lower_strength,2,8.0,210.3,,,,5,
53208,9637,Romanian Deadlift,lower_strength,3,8.0,55.6,,,,7,
53209,9637,Bulgarian Split Squat,lower_strength,1,8.0,171.0,,,,6,
53210,9637,Bulgarian Split Squat,lower_strength,2,8.0,158.3,,,,6,
53211,9637,Bulgarian Split Squat,lower_strength,3,8.0,90.9,,,,6,
53212,9637,Seated Calf Raise,lower_strength,1,10.0,152.6,,,,7,
53213,9637,Seated Calf Raise,lower_strength,2,10.0,165.1,,,,6,
53214,9637,Seated Calf Raise,lower_strength,3,10.0,126.2,,,,6,
53215,9638,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
53216,9638,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
53217,9638,Gameplay,volleyball,1,60.0,,,3600.0,,7,
53218,9640,Back Squat,lower_strength,1,6.0,252.1,,,,6,
53219,9640,Back Squat,lower_strength,2,6.0,103.6,,,,5,
53220,9640,Back Squat,lower_strength,3,6.0,203.4,,,,6,
53221,9640,Trap Bar Deadlift,lower_strength,1,5.0,128.6,,,,6,
53222,9640,Trap Bar Deadlift,lower_strength,2,5.0,202.4,,,,6,
53223,9640,Trap Bar Deadlift,lower_strength,3,5.0,177.7,,,,5,
53224,9640,Romanian Deadlift,lower_strength,1,8.0,98.4,,,,6,
53225,9640,Romanian Deadlift,lower_strength,2,8.0,224.9,,,,6,
53226,9640,Romanian Deadlift,lower_strength,3,8.0,107.8,,,,6,
53227,9640,Bulgarian Split Squat,lower_strength,1,8.0,166.3,,,,7,
53228,9640,Bulgarian Split Squat,lower_strength,2,8.0,222.8,,,,6,
53229,9640,Bulgarian Split Squat,lower_strength,3,8.0,131.4,,,,8,
53230,9640,Seated Calf Raise,lower_strength,1,10.0,198.6,,,,7,
53231,9640,Seated Calf Raise,lower_strength,2,10.0,204.9,,,,6,
53232,9640,Seated Calf Raise,lower_strength,3,10.0,145.4,,,,6,
53233,9641,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
53234,9641,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
53235,9641,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
53236,9641,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
53237,9641,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
53238,9641,Depth Jumps,plyometric,2,5.0,,,,5.0,7,
53239,9641,Depth Jumps,plyometric,3,5.0,,,,5.0,6,
53240,9641,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
53241,9641,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
53242,9641,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
53243,9642,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
53244,9643,Backward Treadmill Walk,recovery,1,,,,10.0,,1,
53245,9643,Spanish Squat Iso Hold,isometric,1,,,,30.0,,1,
53246,9643,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
53247,9643,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
53248,9643,Calf Iso Hold,isometric,1,,,,30.0,,3,
53249,9643,Calf Iso Hold,isometric,2,,,,30.0,,2,
53250,9643,Calf Iso Hold,isometric,3,,,,30.0,,2,
53251,9644,Trap Bar Deadlift,lower_strength,1,5.0,100.9,,,,8,
53252,9644,Trap Bar Deadlift,lower_strength,2,5.0,178.9,,,,7,
53253,9644,Trap Bar Deadlift,lower_strength,3,5.0,189.2,,,,7,
53254,9644,Romanian Deadlift,lower_strength,1,8.0,126.7,,,,6,
53255,9644,Romanian Deadlift,lower_strength,2,8.0,171.3,,,,7,
53256,9644,Romanian Deadlift,lower_strength,3,8.0,161.0,,,,7,
53257,9644,Bulgarian Split Squat,lower_strength,1,8.0,210.9,,,,7,
53258,9644,Bulgarian Split Squat,lower_strength,2,8.0,89.5,,,,8,
53259,9644,Bulgarian Split Squat,lower_strength,3,8.0,184.3,,,,8,
53260,9644,Seated Calf Raise,lower_strength,1,10.0,261.5,,,,6,
53261,9644,Seated Calf Raise,lower_strength,2,10.0,176.6,,,,7,
53262,9644,Seated Calf Raise,lower_strength,3,10.0,84.3,,,,5,
53263,9645,Hitting Lines,volleyball,1,30.0,,,1800.0,,4,
53264,9645,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
53265,9645,Gameplay,volleyball,1,60.0,,,3600.0,,6,
53266,9647,Back Squat,lower_strength,1,6.0,170.8,,,,9,
53267,9647,Back Squat,lower_strength,2,6.0,128.0,,,,10,
53268,9647,Back Squat,lower_strength,3,6.0,171.8,,,,9,
53269,9647,Trap Bar Deadlift,lower_strength,1,5.0,201.5,,,,10,
53270,9647,Trap Bar Deadlift,lower_strength,2,5.0,12.5,,,,10,
53271,9647,Trap Bar Deadlift,lower_strength,3,5.0,235.5,,,,9,
53272,9647,Romanian Deadlift,lower_strength,1,8.0,158.3,,,,8,
53273,9647,Romanian Deadlift,lower_strength,2,8.0,139.0,,,,8,
53274,9647,Romanian Deadlift,lower_strength,3,8.0,186.8,,,,10,
53275,9647,Bulgarian Split Squat,lower_strength,1,8.0,198.2,,,,10,
53276,9647,Bulgarian Split Squat,lower_strength,2,8.0,168.8,,,,9,
53277,9647,Bulgarian Split Squat,lower_strength,3,8.0,173.0,,,,8,
53278,9647,Seated Calf Raise,lower_strength,1,10.0,128.9,,,,10,
53279,9647,Seated Calf Raise,lower_strength,2,10.0,196.3,,,,10,
53280,9647,Seated Calf Raise,lower_strength,3,10.0,122.7,,,,9,
53281,9648,Pogos,plyometric,1,20.0,,,,20.0,6,
53282,9648,Pogos,plyometric,2,20.0,,,,20.0,6,
53283,9648,Pogos,plyometric,3,20.0,,,,20.0,7,
53284,9648,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
53285,9648,Depth Jumps,plyometric,2,5.0,,,,5.0,8,
53286,9648,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
53287,9649,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
53288,9649,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
53289,9650,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
53290,9650,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
53291,9650,Spanish Squat Iso Hold,isometric,2,,,,30.0,,2,
53292,9650,Spanish Squat Iso Hold,isometric,3,,,,30.0,,1,
53293,9650,Calf Iso Hold,isometric,1,,,,30.0,,2,
53294,9650,Calf Iso Hold,isometric,2,,,,30.0,,1,
53295,9650,Calf Iso Hold,isometric,3,,,,30.0,,3,
53296,9651,Back Squat,lower_strength,1,6.0,216.8,,,,8,
53297,9651,Back Squat,lower_strength,2,6.0,188.0,,,,8,
53298,9651,Back Squat,lower_strength,3,6.0,148.0,,,,9,
53299,9651,Trap Bar Deadlift,lower_strength,1,5.0,174.0,,,,10,
53300,9651,Trap Bar Deadlift,lower_strength,2,5.0,188.7,,,,8,
53301,9651,Trap Bar Deadlift,lower_strength,3,5.0,218.5,,,,8,
53302,9651,Romanian Deadlift,lower_strength,1,8.0,121.9,,,,7,
53303,9651,Romanian Deadlift,lower_strength,2,8.0,122.7,,,,9,
53304,9651,Romanian Deadlift,lower_strength,3,8.0,161.9,,,,8,
53305,9651,Bulgarian Split Squat,lower_strength,1,8.0,138.5,,,,9,
53306,9651,Bulgarian Split Squat,lower_strength,2,8.0,136.8,,,,8,
53307,9651,Bulgarian Split Squat,lower_strength,3,8.0,120.5,,,,8,
53308,9651,Seated Calf Raise,lower_strength,1,10.0,148.6,,,,9,
53309,9651,Seated Calf Raise,lower_strength,2,10.0,100.6,,,,8,
53310,9651,Seated Calf Raise,lower_strength,3,10.0,132.9,,,,8,
53311,9652,Hitting Lines,volleyball,1,30.0,,,1800.0,,10,
53312,9652,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
53313,9652,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53314,9654,Back Squat,lower_strength,1,6.0,57.6,,,,8,
53315,9654,Back Squat,lower_strength,2,6.0,72.4,,,,8,
53316,9654,Back Squat,lower_strength,3,6.0,123.9,,,,7,
53317,9654,Bulgarian Split Squat,lower_strength,1,8.0,138.6,,,,9,
53318,9654,Bulgarian Split Squat,lower_strength,2,8.0,204.0,,,,6,
53319,9654,Bulgarian Split Squat,lower_strength,3,8.0,142.9,,,,10,
53320,9654,Seated Calf Raise,lower_strength,1,10.0,118.3,,,,7,
53321,9654,Seated Calf Raise,lower_strength,2,10.0,207.7,,,,10,
53322,9654,Seated Calf Raise,lower_strength,3,10.0,157.2,,,,8,
53323,9655,Approach Jumps,plyometric,1,4.0,,,,4.0,4,
53324,9655,Approach Jumps,plyometric,2,4.0,,,,4.0,6,
53325,9655,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
53326,9655,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
53327,9655,Pogos,plyometric,1,20.0,,,,20.0,6,
53328,9655,Pogos,plyometric,2,20.0,,,,20.0,6,
53329,9655,Pogos,plyometric,3,20.0,,,,20.0,8,
53330,9655,Depth Jumps,plyometric,1,5.0,,,,5.0,5,
53331,9655,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
53332,9655,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
53333,9655,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
53334,9655,Seated Box Jumps,plyometric,2,5.0,,,,5.0,5,
53335,9655,Seated Box Jumps,plyometric,3,5.0,,,,5.0,7,
53336,9656,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
53337,9656,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
53338,9656,Gameplay,volleyball,1,60.0,,,3600.0,,7,
53339,9657,Backward Treadmill Walk,recovery,1,,,,10.0,,2,
53340,9657,Calf Iso Hold,isometric,1,,,,30.0,,3,
53341,9657,Calf Iso Hold,isometric,2,,,,30.0,,3,
53342,9657,Calf Iso Hold,isometric,3,,,,30.0,,1,
53343,9658,Trap Bar Deadlift,lower_strength,1,5.0,171.1,,,,7,
53344,9658,Trap Bar Deadlift,lower_strength,2,5.0,190.1,,,,7,
53345,9658,Trap Bar Deadlift,lower_strength,3,5.0,115.4,,,,7,
53346,9658,Romanian Deadlift,lower_strength,1,8.0,161.7,,,,5,
53347,9658,Romanian Deadlift,lower_strength,2,8.0,176.7,,,,5,
53348,9658,Romanian Deadlift,lower_strength,3,8.0,188.3,,,,7,
53349,9658,Bulgarian Split Squat,lower_strength,1,8.0,126.6,,,,8,
53350,9658,Bulgarian Split Squat,lower_strength,2,8.0,144.8,,,,7,
53351,9658,Bulgarian Split Squat,lower_strength,3,8.0,161.0,,,,7,
53352,9658,Seated Calf Raise,lower_strength,1,10.0,123.3,,,,7,
53353,9658,Seated Calf Raise,lower_strength,2,10.0,112.4,,,,7,
53354,9658,Seated Calf Raise,lower_strength,3,10.0,119.4,,,,7,
53355,9659,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
53356,9659,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
53357,9661,Trap Bar Deadlift,lower_strength,1,5.0,155.7,,,,7,
53358,9661,Trap Bar Deadlift,lower_strength,2,5.0,156.1,,,,7,
53359,9661,Trap Bar Deadlift,lower_strength,3,5.0,210.2,,,,5,
53360,9661,Romanian Deadlift,lower_strength,1,8.0,102.3,,,,7,
53361,9661,Romanian Deadlift,lower_strength,2,8.0,164.6,,,,6,
53362,9661,Romanian Deadlift,lower_strength,3,8.0,145.3,,,,7,
53363,9661,Bulgarian Split Squat,lower_strength,1,8.0,125.4,,,,8,
53364,9661,Bulgarian Split Squat,lower_strength,2,8.0,118.0,,,,8,
53365,9661,Bulgarian Split Squat,lower_strength,3,8.0,193.0,,,,8,
53366,9664,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
53367,9664,Calf Iso Hold,isometric,1,,,,30.0,,2,
53368,9664,Calf Iso Hold,isometric,2,,,,30.0,,4,
53369,9664,Calf Iso Hold,isometric,3,,,,30.0,,4,
53370,9665,Back Squat,lower_strength,1,6.0,207.0,,,,9,
53371,9665,Back Squat,lower_strength,2,6.0,185.8,,,,9,
53372,9665,Back Squat,lower_strength,3,6.0,237.1,,,,8,
53373,9665,Trap Bar Deadlift,lower_strength,1,5.0,106.1,,,,7,
53374,9665,Trap Bar Deadlift,lower_strength,2,5.0,184.3,,,,8,
53375,9665,Trap Bar Deadlift,lower_strength,3,5.0,131.3,,,,6,
53376,9665,Romanian Deadlift,lower_strength,1,8.0,173.7,,,,8,
53377,9665,Romanian Deadlift,lower_strength,2,8.0,102.5,,,,9,
53378,9665,Romanian Deadlift,lower_strength,3,8.0,147.4,,,,7,
53379,9665,Bulgarian Split Squat,lower_strength,1,8.0,208.2,,,,9,
53380,9665,Bulgarian Split Squat,lower_strength,2,8.0,155.1,,,,9,
53381,9665,Bulgarian Split Squat,lower_strength,3,8.0,262.1,,,,7,
53382,9666,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
53383,9666,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
53384,9666,Gameplay,volleyball,1,60.0,,,3600.0,,3,
53385,9668,Back Squat,lower_strength,1,6.0,189.1,,,,9,
53386,9668,Back Squat,lower_strength,2,6.0,123.5,,,,8,
53387,9668,Back Squat,lower_strength,3,6.0,183.5,,,,6,
53388,9668,Romanian Deadlift,lower_strength,1,8.0,27.8,,,,6,
53389,9668,Romanian Deadlift,lower_strength,2,8.0,193.6,,,,9,
53390,9668,Romanian Deadlift,lower_strength,3,8.0,144.4,,,,7,
53391,9668,Bulgarian Split Squat,lower_strength,1,8.0,164.4,,,,7,
53392,9668,Bulgarian Split Squat,lower_strength,2,8.0,115.3,,,,5,
53393,9668,Bulgarian Split Squat,lower_strength,3,8.0,223.3,,,,6,
53394,9668,Seated Calf Raise,lower_strength,1,10.0,214.5,,,,8,
53395,9668,Seated Calf Raise,lower_strength,2,10.0,214.0,,,,7,
53396,9668,Seated Calf Raise,lower_strength,3,10.0,179.1,,,,6,
53397,9669,Pogos,plyometric,1,20.0,,,,20.0,6,
53398,9669,Pogos,plyometric,2,20.0,,,,20.0,6,
53399,9669,Pogos,plyometric,3,20.0,,,,20.0,7,
53400,9669,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
53401,9669,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
53402,9669,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
53403,9669,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
53404,9669,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
53405,9669,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
53406,9670,Hitting Lines,volleyball,1,30.0,,,1800.0,,3,
53407,9670,Gameplay,volleyball,1,60.0,,,3600.0,,6,
53408,9671,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
53409,9671,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
53410,9671,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
53411,9671,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
53412,9671,Calf Iso Hold,isometric,1,,,,30.0,,2,
53413,9671,Calf Iso Hold,isometric,2,,,,30.0,,3,
53414,9671,Calf Iso Hold,isometric,3,,,,30.0,,4,
53415,9672,Trap Bar Deadlift,lower_strength,1,5.0,132.5,,,,4,
53416,9672,Trap Bar Deadlift,lower_strength,2,5.0,207.2,,,,6,
53417,9672,Trap Bar Deadlift,lower_strength,3,5.0,183.1,,,,5,
53418,9672,Romanian Deadlift,lower_strength,1,8.0,228.8,,,,8,
53419,9672,Romanian Deadlift,lower_strength,2,8.0,165.2,,,,6,
53420,9672,Romanian Deadlift,lower_strength,3,8.0,198.9,,,,5,
53421,9672,Seated Calf Raise,lower_strength,1,10.0,153.3,,,,5,
53422,9672,Seated Calf Raise,lower_strength,2,10.0,229.3,,,,5,
53423,9672,Seated Calf Raise,lower_strength,3,10.0,120.3,,,,5,
53424,9673,Serve Receive,volleyball,1,20.0,,,1200.0,,4,
53425,9673,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53426,9675,Back Squat,lower_strength,1,6.0,113.2,,,,6,
53427,9675,Back Squat,lower_strength,2,6.0,171.1,,,,6,
53428,9675,Back Squat,lower_strength,3,6.0,259.8,,,,8,
53429,9675,Trap Bar Deadlift,lower_strength,1,5.0,114.2,,,,5,
53430,9675,Trap Bar Deadlift,lower_strength,2,5.0,128.1,,,,6,
53431,9675,Trap Bar Deadlift,lower_strength,3,5.0,141.0,,,,6,
53432,9675,Romanian Deadlift,lower_strength,1,8.0,116.7,,,,8,
53433,9675,Romanian Deadlift,lower_strength,2,8.0,228.8,,,,5,
53434,9675,Romanian Deadlift,lower_strength,3,8.0,155.9,,,,8,
53435,9675,Bulgarian Split Squat,lower_strength,1,8.0,137.3,,,,7,
53436,9675,Bulgarian Split Squat,lower_strength,2,8.0,150.0,,,,6,
53437,9675,Bulgarian Split Squat,lower_strength,3,8.0,177.5,,,,8,
53438,9676,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
53439,9676,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
53440,9676,Approach Jumps,plyometric,3,4.0,,,,4.0,9,
53441,9676,Approach Jumps,plyometric,4,4.0,,,,4.0,10,
53442,9676,Pogos,plyometric,1,20.0,,,,20.0,10,
53443,9676,Pogos,plyometric,2,20.0,,,,20.0,7,
53444,9676,Pogos,plyometric,3,20.0,,,,20.0,8,
53445,9676,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
53446,9676,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
53447,9676,Seated Box Jumps,plyometric,3,5.0,,,,5.0,9,
53448,9677,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
53449,9677,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53450,9678,Backward Treadmill Walk,recovery,1,,,,10.0,,1,
53451,9678,Calf Iso Hold,isometric,1,,,,30.0,,3,
53452,9678,Calf Iso Hold,isometric,2,,,,30.0,,2,
53453,9678,Calf Iso Hold,isometric,3,,,,30.0,,1,
53454,9679,Trap Bar Deadlift,lower_strength,1,5.0,175.6,,,,8,
53455,9679,Trap Bar Deadlift,lower_strength,2,5.0,73.9,,,,7,
53456,9679,Trap Bar Deadlift,lower_strength,3,5.0,256.7,,,,7,
53457,9679,Romanian Deadlift,lower_strength,1,8.0,200.1,,,,10,
53458,9679,Romanian Deadlift,lower_strength,2,8.0,117.4,,,,6,
53459,9679,Romanian Deadlift,lower_strength,3,8.0,112.9,,,,6,
53460,9679,Bulgarian Split Squat,lower_strength,1,8.0,197.9,,,,8,
53461,9679,Bulgarian Split Squat,lower_strength,2,8.0,182.0,,,,7,
53462,9679,Bulgarian Split Squat,lower_strength,3,8.0,179.4,,,,8,
53463,9679,Seated Calf Raise,lower_strength,1,10.0,85.0,,,,7,
53464,9679,Seated Calf Raise,lower_strength,2,10.0,136.5,,,,7,
53465,9679,Seated Calf Raise,lower_strength,3,10.0,117.7,,,,7,
53466,9680,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
53467,9680,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
53468,9680,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53469,9682,Back Squat,lower_strength,1,6.0,153.8,,,,7,
53470,9682,Back Squat,lower_strength,2,6.0,171.7,,,,7,
53471,9682,Back Squat,lower_strength,3,6.0,119.2,,,,8,
53472,9682,Seated Calf Raise,lower_strength,1,10.0,228.4,,,,7,
53473,9682,Seated Calf Raise,lower_strength,2,10.0,108.4,,,,7,
53474,9682,Seated Calf Raise,lower_strength,3,10.0,190.7,,,,10,
53475,9683,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
53476,9683,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
53477,9683,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
53478,9683,Approach Jumps,plyometric,4,4.0,,,,4.0,8,
53479,9683,Pogos,plyometric,1,20.0,,,,20.0,7,
53480,9683,Pogos,plyometric,2,20.0,,,,20.0,7,
53481,9683,Pogos,plyometric,3,20.0,,,,20.0,8,
53482,9683,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
53483,9683,Depth Jumps,plyometric,2,5.0,,,,5.0,9,
53484,9683,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
53485,9684,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
53486,9684,Gameplay,volleyball,1,60.0,,,3600.0,,8,
53487,9685,Backward Treadmill Walk,recovery,1,,,,10.0,,4,
53488,9685,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
53489,9685,Spanish Squat Iso Hold,isometric,2,,,,30.0,,1,
53490,9685,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
53491,9685,Calf Iso Hold,isometric,1,,,,30.0,,1,
53492,9685,Calf Iso Hold,isometric,2,,,,30.0,,4,
53493,9685,Calf Iso Hold,isometric,3,,,,30.0,,1,
53494,9687,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
53495,9687,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
53496,9687,Gameplay,volleyball,1,60.0,,,3600.0,,7,
53497,9689,Back Squat,lower_strength,1,6.0,177.9,,,,8,
53498,9689,Back Squat,lower_strength,2,6.0,83.5,,,,8,
53499,9689,Back Squat,lower_strength,3,6.0,180.3,,,,8,
53500,9689,Trap Bar Deadlift,lower_strength,1,5.0,134.3,,,,10,
53501,9689,Trap Bar Deadlift,lower_strength,2,5.0,160.8,,,,8,
53502,9689,Trap Bar Deadlift,lower_strength,3,5.0,164.7,,,,9,
53503,9689,Romanian Deadlift,lower_strength,1,8.0,230.2,,,,8,
53504,9689,Romanian Deadlift,lower_strength,2,8.0,133.1,,,,9,
53505,9689,Romanian Deadlift,lower_strength,3,8.0,121.6,,,,10,
53506,9689,Bulgarian Split Squat,lower_strength,1,8.0,207.3,,,,8,
